"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"65",71,"There is one true God.  His Son,  Jesus gave His life so that we can have eternal life.  There are no other gods","Baptist",1,48,52,7,7,"female",NA,6,6,1,"trump",0,33,10,1,1.09635874379952,-0.442176899816687,0,-1.19600910879151,0.823441777267764,-0.151671413473385,1.54203455132196,-0.187789997101505,1.36180328583108,-0.53059168751239,-2.4698961810354,0.0196709849333133,-1.05789952498645,0.620599587953076,-0.737257695330156,1.72655257629275,0.904841587409931,1.65439979624012,1.39531663241385,0.30072135038952,0.797898148750585,-0.537992927670522,-0.0477691892625349,2.31924815447854
"66",72,"He is real, singular and all knowing, all powerful, just as described in the Bible.","Christian Faith, attend Vann Avenue Baptist Church",1,99,1,8,7,"male",NA,6,6,1,"trump",1,48,12,0,0.606451031635271,-0.59731558515439,9,2.18521548983809,0.0915523312771992,1.64577964003229,0.00722809553729986,-0.0516076553666977,-0.673762518242978,-1.06896254888285,0.239503938571242,0.198827714183286,0.0547412797681295,-0.794542754918982,-1.25265113835119,0.810370031546504,-1.18021365391939,-0.741137634931864,-1.04614321883221,-1.38713430761848,-0.19045217791494,0.674916799820921,-0.931817651881178,-0.798244727250543
"67",73,"Unknown","none",0,85,15,2,1,"male",NA,2,2,1,"clinton",1,27,11,0,-1.78184906516543,-1.41802352659058,9,2.18521548983809,1.18938650026305,-1.05039694022622,-1.35704430960462,0.59580626019957,0.513650867466888,0.0773640156477791,1.34789489659214,0.600417900351039,1.16738208452271,-1.68907643030304,-0.47956097381964,-0.00538809827533266,-1.18021365391939,0.0333476418187074,1.12404331560873,-1.38713430761848,1.53916089374973,-0.669457453849157,-0.0477691892625349,-0.798244727250543
"68",74,"","Church of Jesus Christ of Latter Day Saints",1,80,20,7,7,"female",NA,6,6,1,"trump",0,94,13,1,1.15759720782005,-0.808416971672239,9,2.18521548983809,0.274524692774841,0.177650300772146,1.37150050067922,-0.0516076553666977,-1.18265396926149,-1.06896254888285,0.239503938571242,-0.0181018505268435,0.277269440719046,0.376760602825648,0.551225912222421,-0.694948006226479,-0.485195240142947,-1.5877045126027,0.0389500483882616,-1.38713430761848,-0.19045217791494,-0.537992927670522,-0.268781304917196,-0.677675270451299
"69",75,"I am a christian so I believe there is only one god","Evangelical",1,70,30,4,7,"female",NA,4,4,1,"clinton",1,28,13,1,0.606451031635271,-0.59731558515439,3,-0.0689342425816433,-0.274392391718083,0.394466979270586,-0.16330595510544,0.59580626019957,0.00475941644837506,-0.184119225304063,-0.376268815884812,-0.850681371976069,0.722325762620879,0.0999909204650784,1.32431607675397,-0.821146228097169,-0.94854084932724,-0.610173283182143,1.39531663241385,-0.505680438005696,0.550810567084204,0.107985709729587,1.72032773597475,-0.798244727250543
"71",77,"I believe there is a god who holds us accountable for our actions","None",1,75,25,3,5,"male",NA,4,7,1,"third",1,25,12,0,0.239020247512086,0.847589711967437,6,1.05814062362823,-0.0914200302204411,-0.197183890641057,-0.504374056390921,0.0736249324418559,-0.334501550897301,0.727974472094126,NA,NA,-1.28042768593737,-0.794542754918982,-1.5103478598617,0.469374076303181,-0.253522435550801,-0.741137634931864,0.0389500483882616,-1.38713430761848,0.550810567084204,-0.669457453849157,1.49931562032009,-0.0188715068182718
"72",78,"I believe in one God,
the Father almighty,
maker of heaven and earth,
of all things visible and invisible.

I believe in one Lord Jesus Christ,
the Only Begotten Son of God,
born of the Father before all ages.
God from God, Light from Light,
true God from true God,
begotten, not made, consubstantial with the Father;
through him all things were made.
For us men and for our salvation
he came down from heaven,
and by the Holy Spirit was incarnate of the Virgin Mary,
and became man.
For our sake he was crucified under Pontius Pilate,
he suffered death and was buried,
and rose again on the third day
in accordance with the Scriptures.
He ascended into heaven
and is seated at the right hand of the Father.
He will come again in glory
to judge the living and the dead
and his kingdom will have no end.

I believe in the Holy Spirit, the Lord, the giver of life,
who proceeds from the Father and the Son,
who with the Father and the Son is adored and glorified,
who has spoken through the prophets.

...","Catholic church",1,70,30,7,5,"male",NA,6,6,1,"trump",1,64,14,0,1.09635874379952,-0.719631481076942,9,2.18521548983809,-2.28708836819213,-0.885736083103456,-1.6981124108901,-1.61460311079585,-0.843393001915816,-1.44650058754173,-0.00680516321117864,0.489035571854769,-0.390315042133703,0.562117285004919,-1.5103478598617,-0.00538809827533266,-0.253522435550801,0.542775408996944,-0.503596585221973,0.375773431607088,1.04498573041697,-0.669457453849157,0.836279273356109,-0.0852318510803894
"73",79,"God created the universe and man.  He gave up his son Jesus Christ so that we may be forgiven for our sins.","Catholic, Christian",1,50,50,4,7,"female",NA,4,4,1,"clinton",0,40,12,1,0.912643351737925,0.410796138164446,1,-0.820317486721556,0.0915523312771992,0.949180269683643,-0.16330595510544,0.59580626019957,-0.164871067224464,-2.25092749976473,-0.00680516321117864,-1.13144024726418,0.277269440719046,-1.68907643030304,0.551225912222421,1.48721142953716,0.673168782817784,0.542775408996944,-0.503596585221973,0.888769797355117,-0.437539759581321,-0.669457453849157,-0.710805536226518,-1.57761794768281
"74",80,"","",1,75,25,1,3,"male",NA,7,7,1,"trump",0,50,9,0,0.177781783491556,0.0752014768152888,0,-1.19600910879151,-0.0914200302204411,1.00439099707039,-0.674908107033661,-0.509398425298141,1.0225423184854,-0.879073113735244,-1.3615052230145,0.876435693456717,-0.835371364035536,0.994524595849139,-0.47956097381964,1.18896469715857,-0.0218496309586545,-0.610173283182143,NA,NA,0.550810567084204,0.107985709729587,-0.931817651881178,0.760501713613999
"75",81,"None existent made up bologna","None",0,60,40,1,1,"male",NA,4,4,1,"trump",0,26,10,0,-2.39423370537074,-1.41802352659058,3,-0.0689342425816433,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,NA,NA,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"76",82,"Deseó no opinar sobre el tema","Neutral",1,50,50,5,6,"male",NA,4,4,-1,"NA",0,19,9,0,0.055304855450494,2.67134156239004,2,-0.444625864651599,-1.73817128369921,1.03161289477462,0.689364298108261,0.0736249324418559,1.36180328583108,1.0782621369336,-0.253114264993601,-0.351128595005705,0.499797601669962,1.99918039897742,0.293529190711906,0.416041915207983,-1.41188645851153,0.806748207113188,-0.232323268416855,1.94999618343618,0.303722985417822,0.88434001916054,-1.81586611449982,2.10555619611883
"77",83,"Si","Católica",1,90,10,2,5,"female",NA,2,3,1,"clinton",0,27,9,1,0.606451031635271,0.173096294206546,0,-1.19600910879151,-0.457364753215723,-0.151671413473385,0.689364298108261,-1.61460311079585,1.19217280215824,-1.58558678044292,-1.23835067212329,-0.545949896507661,-0.835371364035536,-0.794542754918982,-0.994954416840671,0.6704080637013,1.36818719659422,0.806748207113188,-0.77486990202709,0.30072135038952,-0.931714922914084,2.24936062663174,-0.931817651881178,1.63582016193724
"78",84,"I have a knowledge that God (of the bible) exists and even today He does miracles through those who believe, are willing to go out and and let themselves be used as a vessel by which God works through to have that happen. I may not be one of those, but i personally know people who are/have let Him work through them.","I don't go to church, but if i did, then it would have to be either a charismatic or Pentecostal church.",1,70,30,1,6,"male",NA,4,4,1,"trump",0,28,9,0,0.667689495655802,-0.237525509121772,1,-0.820317486721556,-1.73817128369921,-0.499971098647707,0.177762146180041,-0.0516076553666977,-0.164871067224464,0.105382532160072,-1.60781432479692,0.600417900351039,-1.7254840078392,-0.794542754918982,-0.737257695330156,0.810370031546504,1.36818719659422,-0.205266590312902,-2.40250980285779,-0.505680438005696,-1.92006524957961,0.107985709729587,-1.59485399884516,-0.304906808183653
"79",86,"","Christianity and Buddhism",1,90,10,5,5,"female",NA,6,4,1,"third",0,32,12,1,1.03512027977899,-0.407105420387919,2,-0.444625864651599,0.274524692774841,1.88497166571466,-0.16330595510544,2.0509461475428,1.0225423184854,0.479158549592999,-1.97727797747055,1.41139163572183,2.28002288927729,0.0238251489241735,-0.47956097381964,1.75936756735739,2.06320561037066,0.0333476418187074,0.0389500483882616,3.38684241814768,-0.437539759581321,1.38336226840926,0.394255042046787,2.89954034212446
"80",87,"there is a God","non-denominational",1,80,20,4,5,"female",NA,2,2,1,"trump",0,33,10,1,0.667689495655802,-1.41802352659058,1,-0.820317486721556,-1.18925419920629,-0.678132638194292,-0.16330595510544,0.59580626019957,0.00475941644837506,-1.94694964818465,0.362658489462454,-0.507483855955016,1.16738208452271,-0.228309055351447,-0.737257695330156,-0.821146228097169,-0.0218496309586545,0.105429242738975,-0.503596585221973,-0.369319049820124,0.0566354037514411,0.107985709729587,-1.81586611449982,-0.0852318510803894
"81",88,"I believe there is a God in Heaven.","Methodist",1,75,25,3,5,"male",NA,5,5,1,"trump",0,66,9,0,0.54521256761474,-0.808416971672239,3,-0.0689342425816433,0.0915523312771992,1.13810110036402,-0.16330595510544,-0.187789997101505,1.19217280215824,0.800089751131239,-0.253114264993601,0.519218893204411,-0.835371364035536,-0.794542754918982,-0.47956097381964,-0.00538809827533266,1.36818719659422,-1.5877045126027,-1.04614321883221,0.648496207978232,-0.931714922914084,0.107985709729587,-0.489793420571857,-0.0852318510803894
"82",89,"I believe there is a God","Catholic Church",1,70,30,4,4,"female",NA,3,2,1,"clinton",0,47,12,1,-0.31212592867269,-0.671411024887646,0,-1.19600910879151,-0.274392391718083,-0.151671413473385,-0.333840005748181,-0.509398425298141,2.20995570419527,0.349380649666893,-0.376268815884812,-0.507483855955016,-0.167786881182787,-0.656157913738697,-1.5103478598617,0.469374076303181,1.59986000118637,1.90278014318351,-0.503596585221973,-0.369319049820124,-0.437539759581321,0.619359065452468,-1.81586611449982,-0.798244727250543
"84",91,"Very doubtful that god/gods exists.","none",0,50,50,1,1,"male",NA,5,6,1,"clinton",0,78,12,0,-2.39423370537074,-1.41802352659058,6,1.05814062362823,-0.274392391718083,-0.499971098647707,-1.6981124108901,-1.61460311079585,-0.843393001915816,-0.842477873083562,NA,NA,-0.612843203084619,-0.228309055351447,-0.221864252309125,-0.074846464190925,-1.41188645851153,-1.5877045126027,0.310223365193379,-0.505680438005696,-0.19045217791494,0.674916799820921,0.615267157701448,-0.0188715068182718
"87",94,"not a believer in god","no religious affiliations",0,70,30,2,2,"female",NA,1,1,1,"clinton",1,53,14,1,-1.16946442496012,1.30821986606316,7,1.43383224569818,-0.0914200302204411,-0.556822867808968,-1.6981124108901,-1.61460311079585,0.00475941644837506,0.242681614237603,1.34789489659214,1.49349774268772,-0.167786881182787,1.73672672815139,-0.47956097381964,0.469374076303181,0.673168782817784,0.0333476418187074,1.12404331560873,-1.38713430761848,1.78624847541611,-0.537992927670522,1.94133985162941,-1.57761794768281
"88",95,"First, your reference to the existence of God should be capitalized.  Second, I do not believe in gods.  Third, Islam - fake religion, fake prophet, fake god.","Non-practicing Catholic",NA,70,30,1,2,"male",NA,6,7,1,"trump",0,70,12,0,-0.557079784754814,-1.41802352659058,7,1.43383224569818,0.0915523312771992,-0.291954477218709,0.00722809553729986,-0.0516076553666977,-2.20043687129852,-1.58558678044292,-0.745732468558444,1.72898764264872,-0.167786881182787,0.0999909204650784,2.09740624128551,-1.63690435791901,-0.94854084932724,1.34488917565898,1.12404331560873,0.0522738339502235,0.550810567084204,1.0301426581601,0.615267157701448,1.12221008401173
"89",96,"I believe it could be possible","None",1,65,35,2,2,"male",NA,6,7,1,"trump",1,48,11,0,-0.31212592867269,0.533669726957208,3,-0.0689342425816433,-0.457364753215723,0.139326931776077,0.518830247465521,0.403215345562478,-0.50413203457014,0.555239648093889,2.45628585461304,-1.13144024726418,1.38991024547363,-0.794542754918982,0.808922633732936,-0.821146228097169,-0.716868044735094,0.0333476418187074,-1.31741653563732,0.30072135038952,0.303722985417822,-0.131539829453846,-0.0477691892625349,-0.0852318510803894
"90",97,"I believe in Jesus but also believe the gods of other religions exist to .","None",1,60,40,1,3,"female",NA,2,3,1,"third",0,33,9,1,0.239020247512086,-0.227728677095192,2,-0.444625864651599,-0.274392391718083,0.139326931776077,-0.674908107033661,1.51138780006246,0.00475941644837506,-1.23032965401641,0.732122142136086,-0.0181018505268435,2.05749472832638,-1.68907643030304,-0.994954416840671,0.247008345466046,0.441495978225638,0.806748207113188,1.12404331560873,-1.38713430761848,0.303722985417822,0.443271654512742,0.836279273356109,0.383761644832993
"91",98,"God for sure is real and the creator of all earths creatures.","None",1,70,30,1,7,"male",NA,6,6,1,"trump",0,70,10,0,1.28007413586111,-1.41802352659058,1,-0.820317486721556,2.10424830775125,-0.499971098647707,0.00722809553729986,1.23902311659284,-0.843393001915816,1.21175278508251,0.116349387680032,1.03000523868631,0.0547412797681295,3.2376308937978,0.551225912222421,1.18896469715857,-0.94854084932724,1.34488917565898,1.12404331560873,-1.38713430761848,-0.437539759581321,2.24936062663174,1.94133985162941,-1.57761794768281
"92",100,"God is hear.","cathlic",1,59,41,7,2,"male",NA,5,5,1,"trump",0,82,10,0,0.54521256761474,-0.503613694213067,1,-0.820317486721556,-0.823309476211005,-0.291954477218709,-0.333840005748181,-0.509398425298141,-0.164871067224464,0.105382532160072,0.485813040353664,-0.218935404919043,0.499797601669962,0.562117285004919,-0.737257695330156,-0.074846464190925,0.673168782817784,-0.741137634931864,NA,NA,-0.19045217791494,0.674916799820921,-0.931817651881178,1.63582016193724
"93",101,"I'm not sure i believe in a ""god"" but then again i have prayed to ""god"" at times of struggle in my life.","Roman Catholic.",0,60,40,1,2,"female",NA,2,2,1,"clinton",1,52,9,1,-1.59813367310384,1.55673778563658,1,-0.820317486721556,-0.457364753215723,-0.151671413473385,1.03043239939374,1.6390313860911,-0.673762518242978,1.0782621369336,-1.60781432479692,1.0794942694593,-0.167786881182787,1.40967911938999,-1.25265113835119,1.98074765482143,-0.94854084932724,-0.610173283182143,-0.232323268416855,1.94999618343618,-2.90841557624513,0.107985709729587,-0.710805536226518,0.626782409288613
"95",104,"He is real and He created everything and sustains all. He is love. He is God of the Bible, true and good Father to those who believe.","Protestant Christian",1,90,10,8,7,"male",NA,6,6,1,"clinton",0,36,13,0,1.21883567184058,-0.960818610401825,2,-0.444625864651599,-0.0914200302204411,1.84260468425183,1.7125686019647,-0.509398425298141,0.00475941644837506,0.242681614237603,1.34789489659214,1.22340715222028,0.722325762620879,-0.656157913738697,1.32431607675397,-0.821146228097169,-0.94854084932724,1.34488917565898,-1.04614321883221,0.648496207978232,0.797898148750585,2.52660000916539,-0.268781304917196,0.434715054460004
"96",105,"God exists","Catholic",1,70,30,1,7,"male",NA,6,6,1,"trump",0,70,12,0,0.48397410359421,-0.719631481076942,7,1.43383224569818,-1.55519892220157,0.394466979270586,0.348296196822781,0.59580626019957,0.174389900121212,-0.0657425099147587,-0.499423366776022,-1.13144024726418,0.277269440719046,0.376760602825648,-0.737257695330156,-0.074846464190925,0.673168782817784,-0.741137634931864,-0.77486990202709,-0.505680438005696,-0.19045217791494,-0.537992927670522,-0.268781304917196,-0.677675270451299
"97",106,"yes","catholic",1,70,30,7,2,"male",NA,4,5,1,"clinton",0,73,3,0,-0.0671720725905677,-0.277554091972566,1,-0.820317486721556,-0.457364753215723,-0.151671413473385,-1.6981124108901,-1.61460311079585,0.344020383794051,-0.953594671943097,-0.868887019449655,0.600417900351039,-0.167786881182787,0.0999909204650784,-0.994954416840671,-0.304776910191954,-0.0218496309586545,0.105429242738975,-1.58868985244244,-0.369319049820124,-0.19045217791494,-0.537992927670522,-1.15282976753584,-0.677675270451299
